,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8
1260,Comptoir Malesherbes,"40 Boulevard Malesherbes, 75008 Paris, France",48.8741198,2.320661,16,19,2,Pelforth,8.5,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Comptoir Moderne,"26 Rue de la Croix Nivert, 75015 Paris, France",48.8445764,2.2968405,15,20,52,Cheapest beer,3.9,3.9,50,Grimbergen Blonde,6.7,5.2,50.0,Hoegaarden Wit-Blanche,6.7,5.2,50.0,Kasteel Rouge,7.9 ,7.4 ,50,La Chouffe,7.9 ,7.4 ,50,Cuvée des Trolls,7.9 ,7.4 ,50,,,,,,,,
1262,Comptoir Principal,"29 Boulevard de Grenelle, 75015 Paris, France",48.8526856,2.2909169,17,19,3,Cheapest beer,8.3,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Comptoir du Commerce,"1 Rue des Petits Carreaux, 75002 Paris, France",48.8664205,2.3470234,16,2030,1,Jupiler,8.0,6.0,50,Leffe Blonde,9.0,6.0,50.0,Hoegaarden Wit-Blanche,9.0,6.0,50.0,,,,,,,,,,,,,,,,,,,,
1264,Comédie Café,"31 Rue Pierre Fontaine, 75009 Paris, France",48.8826923,2.3332018,1630,21,0,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Comédie Café,"2 Rue du Pont des Roches, 57000 Metz, France",49.1203641,6.1730338,17,20,3,Amos,3.8,2.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Connemara Pub,"68 Rue de la Cuve d'Or, 59500 Douai, France",50.3666186,3.0836627,0,0,2,Saint Omer,4.3,,50,Sombrero,6.3,,50.0,Goudale blonde,6.3,,50.0,Raoul,6.3 ,,50,Triple secret des moines,6.3 ,,50,Belzebuth ruby,6.3 ,,50,Belzebuth rosé,6.3 ,,50,TBD,TBD,TBD,TBD
1267,Connoly's Corner,"12 Rue de Mirbel, 75005 Paris, France",48.8410579,2.3509083,0,0,0,connolly's,5.0,,50,magners,7.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1268,Continental,"39 Route de Provins, 94490 Ormesson-sur-Marne, France",48.7967071,2.5485954,0,0,0,Cheapest beer,2.2,,50,Sagres,2.2,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1270,Copper Bar,"4 Impasse de la Gaité, 75014 Paris, France",48.8404422,2.3246627,17,20,0,Cheapest beer,6.5,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Coq And Bull,"Rue de Clichy, 75009 Paris, France",48.8832395,2.327564,0,0,0,Cheapest beer,6.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Coq O Rico,"115 Rue Saint-Maur, 75011 Paris, France",48.8661234,2.3768209,17,20,2,Cheapest beer,6.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Corcoran's Irish Pub,"110 Boulevard de Clichy, 75018 Paris, France",48.8844253,2.3308427,16,19,2,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Corcoran's Irish Pub,"53 Rue du Faubourg Saint-Antoine, 75011 Paris, France",48.8521784,2.3730439,14,19,0,Cheapest beer,7.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Corcorans,"23 Boulevard Poissonnière, 75002 Paris, France",48.8711453,2.3441652,16,20,1,Carlsberg,7.5,6.0,50,Guinness,7.5,6.0,50.0,Grimbergen Blonde,7.5,6.0,50.0,1664 Blanche,7.5 ,6 ,50,Kilkenny,8 ,6 ,50,La Chouffe,8 ,8 ,50,,,,,,,,
1278,Corcorans,"11 Rue Foyatier, 75018 Paris, France",48.8856223,2.3422899,0,0,1,Cheapest beer,8.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Corcoran’s Boulogne,"45 Quai Georges Gorse, 92100 Boulogne-Billancourt, France",48.8287845,2.2285602,16,19,1,Cheapest beer,6.5,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Cork And Caravan,"70 Quai de Jemmapes, 75010 Paris, France",48.8713117,2.3658353,9,19,2,Carlsberg,7.0,6.0,50,Kilkenny,7.0,6.0,50.0,Guinness,7.0,6.0,50.0,1664 Blanche,7 ,6 ,50,,,,,,,,,,,,,,,,
1281,Corner Café,"29 Rue du 4 Septembre, 75002 Paris, France",48.869811,2.3346634,16,20,3,Cheapest beer,8.5,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Corrigans,"Rue des Cloutiers, 17000 La Rochelle, France",46.1623843,-1.14883,0,0,1,Cheapest beer,5.6,,50,Guinness,7.0,,50.0,Kilkenny,7.0,,50.0,,,,,,,,,,,,,,,,,,,,
1283,Corto,"154 Rue Lamarck, 75018 Paris, France",48.8912495,2.3289647,17,1830,3,Cheapest beer,2.5,2.5,50,Stella Artois,8.0,2.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1284,Coq And Bulldog,"64 Rue de Clichy, 75009 Paris, France",48.8817375,2.3283675,16,20,0,Cheapest beer,6.3,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Cosmonauta,"Via Giorgio Regnoli, 41, 47121 Forlì FC, Italy",44.2223437,12.0445488,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Costa Café,"30 Rue Saint-Patern, 56000 Vannes, France",47.6594848,-2.7530805,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Cottage,"1 Boulevard Lannes, 75116 Paris, France",48.8705239,2.275341,0,0,2,Cheapest beer,5.0,,50,N'Ice Chouffe,7.0,,33.0,Corona,7.0,,33.0,,,,,,,,,,,,,,,,,,,,
1289,Cottage Elysee,"14 Rue Lincoln, 75008 Paris, France",48.8705479,2.3032157,16,1930,9,Slavia,8.0,5.0,50,Murphy's Stout,8.0,,50.0,Heineken,8.0,,50.0,Murphy's Red,8 ,,50,Strongbow,8 ,5 ,50,,,,,,,,,,,,
1290,Coté Vin,"37 Rue Boulbonne, 31000 Toulouse, France",43.601234,1.4477676,15,17,1,Edelweiss Blanche,7.0,3.0,50,Heineken,6.7,3.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1292,Court Circuit,"51 Avenue Gambetta, 75020 Paris, France",48.8647344,2.3941385,16,20,0,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Craft,"1 Boulevard de la Trémouille, 21000 Dijon, France",47.3260316,5.0431998,0,0,1,Cheapest beer,5.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Craft Han's,"6 Itaewon-ro 19-gil, Yongsan-gu, Seoul, South Korea",37.5360617,126.9906822,0,0,1,Cheapest beer,4.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Cramptons Broadstairs,"139 High St, Broadstairs CT10 1NG, Royaume-Uni",51.3599547,1.4342461489203022,18,20,0,Foster's,4.7,2.35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,Creuz Bar,"47 Avenue Parmentier, 75011 Paris, France",48.8629082,2.376115,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Cril,"Place Denis Dussoubs, 87000 Limoges, France",45.8327778,1.2557223,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Croq Soleil,"3 Boulevard de Reuilly, 75012 Paris, France",48.8392777,2.3896782,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Cross Club,"Plynární 1096/23, 170 00 Praha-Holešovice, Czechia",50.1082927,14.4432281,0,0,2,Cheapest beer,1.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Crossroads Tavern,"40 Rue Etienne Mimard, 42000 Saint-Étienne, France",45.4391356,4.3975515,1730,1830,1,Cheapest beer,6.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Crêperie Du Pèlerin,"Rue de la Barrière, 19500 Collonges-la-Rouge, France",45.0610829,1.6546062,0,0,0,Cheapest beer,5.0,,50,Cuvée des Trolls,4.0,,25.0,La Chouffe,4.5,,33.0,Mort Subite Blanche,5 ,,37,Desperados,5 ,,33,,,,,,,,,,,,
1304,Cuba Compagnie Café,"48 Boulevard Beaumarchais, 75011 Paris, France",48.8538985,2.3690842,15,19,5,Cheapest beer,4.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Cubanito,"13 Rue de Verdun, 34000 Montpellier, France",43.6072485,3.8807318,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Culture Rapide,"103 Rue Julien Lacroix, 75020 Paris, France",48.8729932,2.3819677,0,0,4,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Cuves De Fauve,"66 Rue de Charonne, 75011 Paris, France",48.8533086,2.3792185,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Côté Plage,"14 Quai Turenne, 44000 Nantes, France",47.2120355,-1.556513,0,0,7,Biere du cotep,3.0,,50,Affligem,6.9,,50.0,Mort Subite Blanche,7.0,,50.0,Hapkin,7 ,,50,Murphy's Stout,7 ,,50,Budweiser,5 ,,33,Desperados,5 ,,33,TBD,TBD,TBD,TBD
1311,Côté Plage,"1 Rue Koz Ker, 56370 Sarzeau, France",47.4977204,-2.7726215,0,0,1,1664,5.8,,50,Grimbergen Blonde,7.5,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1312,LE CENTRAL,"1380 Route nationale, 59310 Coutiches, France",50.4574307,3.2058696,0,0,2,Cheapest beer,4.2,,50,Leffe Blonde,5.5,,50.0,Triple Karmeliet,6.5,,50.0,La raoul,6 ,,50,,,,,,,,,,,,,,,,
1313,La Cabane,"87 Rue du Commerce, 37000 Tours, France",47.39480865,0.682447169061908,16,20,14,Cheapest beer,3.5,2.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,La Cabane Bambous,"42 Rue de Trozoul, 22343 Trébeurden, France",48.7721233,-3.5835245,0,0,0,Cheapest beer,5.6,,50,Affligem,7.5,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1315,La Cabane Des Poissons Rouges,"72 Route du Rohu, 56730 Saint-Gildas-de-Rhuys, France",47.5214561,-2.8583772,0,0,0,La Bambelle,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,La Cabane Montorgeuil,"24 Rue Montorgueil, 75001 Paris, France",48.8635917,2.3465187,15,19,6,Cheapest beer,7.0,4.5,50,Paillette,,4.5,50.0,Paillette IPA,,4.5,50.0,Rebelle,,4.5 ,50,Rebelle blanche,,4.5 ,50,Rebelle ambrée,,4.5 ,50,,,,,,,,
1317,La Café Théâtre Le Popul’air,"36 Rue Henri Chevreau, 75020 Paris, France",48.8703675,2.3889762,0,0,2,Cheapest beer,5.0,,50,Urubu,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1318,La Cagnotte,"114 Rue de Belleville, 75020 Paris, France",48.8746196,2.3875953,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,La Caisse De Bières,21 Rue Kléber,47.331144,5.0344698,0,0,1,Cheapest beer,9.09,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,La Cale Sèche,"39 Rue Léon Gambetta, 31000 Toulouse, France",43.6037958,1.4424772,18,20,1,Cheapest beer,6.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,La Calle,"21 Quai des Antilles, 44200 Nantes, France",47.20076985,-1.5732795314677142,16,19,1,Cheapest beer,5.0,3.0,50,Pelforth,6.0,3.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1324,La Canopee,"54 Boulevard de Sébastopol, 75003 Paris, France",48.8629595,2.3509159,15,23,0,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,La Cantada II,"13 Rue Moret, 75011 Paris, France",48.8670687,2.3793313,0,0,1,Cheapest beer,5.1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,La Cantine De Belleville,"108 Boulevard de Belleville, 75020 Paris, France",48.8708114,2.3787755,16,20,7,Stella Artois,6.0,4.0,50,Hoegaarden Wit-Blanche,7.0,5.0,50.0,Leffe Blonde,7.0,5.0,50.0,Leffe Ruby,7 ,5 ,50,Kwak,7.5 ,5 ,50,hoegaarden blanche rosé,7 ,5 ,50,,,,,,,,
1327,La Cantine Du 38,"38 Square des Corolles, 92400 Courbevoie, France",48.89028195,2.2457356326115097,16,19,4,Cheapest beer,8.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,La Cantine Du Troquet,"53 Boulevard de Grenelle, 75015 Paris, France",48.8513512,2.2922478,0,0,2,Meteor,10.0,,50,Leffe Blonde,10.8,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1329,La Cantine Fabien,"11 Rue Albert Camus, 75010 Paris, France",48.8780814,2.3694178,16,1930,2,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,La Capsule,"12 Rue de Paradis, 75010 Paris, France",48.8746926,2.3541936,0,0,2,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,La Capsule,"28 Avenue de Laumière, 75019 Paris, France",48.8844115,2.3802894,16,19,3,Cheapest beer,5.0,5.0,50,Demory Roquette Blanche,4.0,,33.0,Demory Nova Noire,5.0,,33.0,Brooklyn Lager,5 ,,33,Bête noire,7 ,,33,Demory Astroblonde Lager,4 ,,33,La Parisienne,7 ,,33,TBD,TBD,TBD,TBD
1332,La Caravane,"35 Rue de la Fontaine au Roi, 75011 Paris, France",48.8683243,2.3713928,10,21,0,Cheapest beer,5.2,4.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,La Casa,"23 Place de la Victoire, 33000 Bordeaux, France",44.8315677,-0.5721104,15,20,1,Cheapest beer,6.5,3.5,50,Delirium Red,7.5,5.5,50.0,Delirium Tremens,7.5,5.5,50.0,Triple Karmeliet,7.5 ,5.5 ,50,Maredsous Blonde,7.5 ,5.5 ,50,Cuvée des Trolls,7.5 ,5.5 ,50,,,,,,,,
1334,La Cascade,"57 Avenue Philippe-Auguste, 75011 Paris, France",48.8530269,2.3928107,16,20,2,Cheapest beer,5.2,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,La Casserole,"17 Rue Boinod, 75018 Paris, France",48.8930625,2.3505607,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,La Cave A Flo,"3 Allée de Bray, 35510 Cesson-Sévigné, France",48.1090631,-1.6143117,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,La Cave Café,"134 Rue Marcadet, 75018 Paris, France",48.8912786,2.3395278,1630,1930,7,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,La Cave Du Fromager,"3 Rue Jean Grimaud, 56230 Questembert, France",47.661801,-2.458511,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,La Cereria,"Baixada de Sant Miquel, 3, 08002 Barcelona, Espagne",41.3815426,2.1767152,0,0,0,Cheapest beer,3.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,La Cervoise,"11 Bis Rue du Colisée, 75008 Paris, France",48.8701182,2.3065534,16,20,2,Cheapest beer,8.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,La Cervoiserie,"4 Rue Auguste Comte, 87280 Limoges, France",45.8764207,1.2729033,0,0,0,Cheapest beer,3.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,La Chope,227 Rue du Faubourg Saint-Martin,48.8817573,2.3657711,17,2030,4,Stella Artois,5.0,3.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,La Chope Daguerre,"17 Rue Daguerre, 75014 Paris, France",48.8337795,2.3299494,0,0,0,1664,8.2,,50,1664 Blanche,8.6,,50.0,Grimbergen Blonde,8.6,,50.0,Brooklyn Lager,8.6 ,,50,Carlsberg,8.6 ,,50,,,,,,,,,,,,
1344,La Chope Du Château Rouge,"40 Rue de Clignancourt, 75018 Paris, France",48.8869647,2.3478228,18,21,10,Cheapest beer,4.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,La Chopé St Fargeau,"185 Avenue Gambetta, 75020 Paris, France",48.8721965,2.4044363,0,0,2,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,La Cigogne,"33 Place Jean Jaurès, 10000 Troyes, France",48.2948834,4.0709102,0,0,1,Stella Artois,5.0,,50,Leffe Blonde,7.5,,50.0,Triple Karmeliet,7.5,,50.0,hoegaarden framboise,7.5 ,,50,Corona,4 ,,35,cubanisto,4 ,,33,Hoegaarden Wit-Blanche,4 ,,33,Leffe Ruby,4 ,,33
1347,La Cite D'Ys,"31 Rue Vasselot, 35000 Rennes, France",48.1086654,-1.6772696,18,19,1,Cheapest beer,4.8,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,La Civette,"2 Place Romain, 49100 Angers, France",47.4728797,-0.5519475141304344,0,0,0,Cheapest beer,5.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,La Civette,"Rue du Général de Gaulle, 60180 Nogent-sur-Oise, France",49.2764917,2.4698803,0,0,1,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,La Civette,"6 Place Henri Mirpied, 18000 Bourges, France",47.0865729,2.3929717,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,La Cloche,"13 Pl. du Théâtre, 59800 Lille, France",50.6375114,3.0644547012969556,17,21,3,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,La Colonie,"128 Rue la Fayette, 75010 Paris, France",48.8782178,2.353212,16,20,1,Cheapest beer,7.0,5.0,50,Bouteille,9.0,9.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
1353,La Commingeoise,"31360 Sepx, France",43.155321,0.8411237,0,0,1,Cheapest beer,2.0,,50,La commingeoise blonde,2.0,,25.0,La commingeoise ambree,2.0,,25.0,,,,,,,,,,,,,,,,,,,,
1355,La Comète,"19 Rue du Faubourg Montmartre, 75009 Paris, France",48.8728391,2.3430116,16,20,2,Cheapest beer,6.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,La Comédie,"3 Place du Théâtre, 21000 Dijon, France",47.32100735,5.043336741906506,0,0,0,Amstel,,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,La Consigne,"2 Rue de Lyon, 75012 Paris, France",48.8460037,2.3725181,0,0,3,Cheapest beer,,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,La Consigne,"71 Boulevard du Montparnasse, 75006 Paris, France",48.8451894,2.3198734,0,0,2,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,La Contrescarpe,"57 Rue Lacépède, 75005 Paris, France",48.8442988,2.3494889,17,19,1,Pelforth,8.5,6.0,50,Affligem,10.0,7.0,50.0,Edelweiss Blanche,10.0,7.0,50.0,Guinness,10 ,7 ,50,Delirium Tremens,6 ,,33,Lagunitas IPA,8 ,,33,Kronembourg sans alcool,6.5 ,,25,TBD,TBD,TBD,TBD
1360,La Cordonnerie,28 Rue Greneta,48.8652332,2.3505855,16,21,40,Kronenbourg,5.0,3.5,50,Kronenbourg Tigre Bock,7.0,5.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1361,La Couleur De La Culotte,"14 Place Saint-Pierre, 31000 Toulouse, France",43.6039496,1.4352801,18,20,0,Cheapest beer,5.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,La Coupole,"Cours Paoli, 20250 Corte, France",42.3065318,9.1507244,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,La Coupole,"106 Grande Rue, 76200 Dieppe, France",49.9270596,1.0784047,0,0,0,Stella Artois,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,La Croix Blanche,"Grande Rue, 50170 Le Mont-Saint-Michel, France",48.6351603,-1.5103268,0,0,0,Cheapest beer,8.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,La Créole,"122 Boulevard du Montparnasse, 75014 Paris, France",48.8415344,2.3307428,0,0,0,Cheapest beer,,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,O’Barrel,"23 Place Forum des Cardeurs, 13100 Aix-en-Provence, France",43.52993505,5.446279805302121,15,19,1,Kronenbourg,5.0,4.0,50,Grimbergen Blonde,7.0,5.0,50.0,Grimbergen Blanche,7.0,5.0,50.0,Grimbergen Rouge,7 ,5 ,50,Guinness,7 ,5 ,50,La Chouffe,7 ,5 ,50,Triple Karmeliet,8 ,8 ,50,TBD,TBD,TBD,TBD
1367,La croquetería,"Carrer de Blasco de Garay, 59, 08004 Barcelona, Espagne",41.3714198,2.1620368,0,0,0,Cheapest beer,3.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,Le Cabanon,"65 Quai Charles Pasqua, 92300 Levallois-Perret, France",48.8979315,2.2763041,0,0,0,Indiana,3.5,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,Le Caboulot,"15 Avenue de l'Estacade, 85550 La Barre-de-Monts, France",46.89188115,-2.138236172295585,0,0,1,Cheapest beer,5.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Le Cactus,"28 Rue des Archives, 75004 Paris, France",48.8582653,2.3551467,16,21,4,Meteor,6.0,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,Le Cadran du Nord,"13 Rue de Dunkerque, 75010 Paris, France",48.8795444,2.3564946,16,20,0,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Les Innocents,"45 Rue Chevreul, 69007 Lyon, France",45.7486581,4.8400223,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,Le Café Charlotte,"4 Rue Belgrand, 75020 Paris-20E-Arrondissement, France",48.8647803,2.3993458,0,0,0,Cheapest beer,,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,Le Café Convention,"200 Rue de la Convention, 75015 Paris, France",48.8370777,2.2965833,0,0,1,Cheapest beer,10.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,Le Café Cousu,"14 Rue René Leynaud, 69001 Lyon, France",45.7697359,4.8332286,0,0,2,Cheapest beer,,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,Le Café De L'île,"19 Quai de Versailles, 44000 Nantes, France",47.2234108,-1.5535518,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,Le Café De La Plage,"59 Rue de Charonne, 75011 Paris, France",48.8534566,2.3793898,0,0,1,Licher Pilsner,6.0,,50,Leffe Blonde,8.0,,50.0,Hoegaarden Wit-Blanche,8.0,,50.0,Heineken,4 ,,33,1664,4 ,,33,Corona,5 ,,33,Desperados,5 ,,33,,,,
1381,Le Café De La Porte Des Sablons,"16 Rue Jacques Dulud, 92200 Neuilly-sur-Seine, France",48.8803774,2.2712339,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,Le Café De Paris,"12 Place Jean Jaurès, 62300 Lens, France",50.429142600000006,2.8323467066006565,17,19,0,Cheapest beer,3.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,Le Café De Raphaëlle,"7 Rue de Tocqueville, 75017 Paris, France",48.8823232,2.3138981,16,19,1,Cheapest beer,8.3,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Le Café Des Arts,"3 Place de la Contrescarpe, 75005 Paris-5E-Arrondissement, France",48.844584,2.3494702,16,20,3,Cheapest beer,6.0,4.5,50,Bière des Arts,7.0,4.5,50.0,Leffe Blonde,9.0,6.5,50.0,Carlsberg,9 ,6.5 ,50,1664,9 ,6.5 ,50,Vieux Bruges,9 ,6.5 ,50,Desperados,10 ,6.5 ,50,TBD,TBD,TBD,TBD
1385,Le Café Des Sports,"94 Rue de Ménilmontant, 75020 Paris, France",48.8691288,2.3921028,0,0,1,Cheapest beer,,4.0,50,Leffe Blonde,7.0,6.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
1386,Le Café Du Théâtre,"11 Bis Rue Blanche, 75009 Paris, France",48.8806481,2.3314538,1930,2130,5,Cheapest beer,5.5,4.5,50,1664 Blanche,7.0,5.5,50.0,Grimbergen Blonde,7.0,5.5,50.0,Kronenbourg,6 ,4.5 ,50,,,,,,,,,,,,,,,,
1387,Le Café Du Théâtre,"27 Rue des Mathurins, 75008 Paris, France",48.8731748,2.3256709,15,22,6,Stella Artois,6.0,4.5,50,Goudale,9.0,5.9,50.0,Triple Karmeliet,8.0,5.9,50.0,,,,,,,,,,,,,,,,,,,,
1388,Le Café Foy,"22 Avenue du Général de Gaulle, 47000 Agen, France",44.2048925,0.6117688,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,Le Café Gourmand,"3 Place des Laitiers, 47000 Agen, France",44.2044737,0.6168768,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,Le Café Gourmand,"192 Avenue de France, 75013 Paris, France",48.8359107,2.3720037,15,18,1,Stella Artois,7.0,4.5,50,Hoegaarden Wit-Blanche,9.0,6.0,50.0,Leffe Blonde,9.0,6.0,50.0,Leffe Ruby,9.5 ,6.5 ,50,Tripel Karmeliet,9.5 ,6.5 ,50,Leffe Royale,10 ,7 ,50,La Chouffe,9 ,6.5 ,50,TBD,TBD,TBD,TBD
1391,Le Café Matin,"12 Boulevard Poissonnière, 75009 Paris, France",48.8714235,2.3434208,1610,23,3,Cheapest beer,6.4,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Le Café Noir,"4 Quai Cassard, 85330 Noirmoutier-en-l'Île, France",46.9988914,-2.241783,0,0,0,Carlsberg Elephant,7.5,,50,Melusine Blanche Ecume,7.5,,50.0,Leffe Blonde,8.0,,50.0,La Chouffe,6.5 ,,33,La Chouffe brune,6.5 ,,33,Chimay Bleue,6.5 ,,33,Guinness,7 ,,33,TBD,TBD,TBD,TBD
1393,Le Café Zéphyr,"12 Boulevard Montmartre, 75009 Paris-9E-Arrondissement, France",48.8718281,2.3419849,0,0,0,Cheapest beer,,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
